LogIntensity,ResolutionRange
3.154958,6.83-6.45
2.483640,6.83-6.45
3.556846,6.83-6.45
-0.434009,6.83-6.45
5.721266,6.83-6.45
3.550050,6.83-6.45
5.723059,6.83-6.45
3.630831,6.83-6.45
4.044660,6.83-6.45
5.582224,6.83-6.45
6.407609,6.83-6.45
6.236500,6.83-6.45
6.277321,6.83-6.45
5.750701,6.83-6.45
2.912635,6.83-6.45
5.701201,6.83-6.45
3.757830,6.83-6.45
4.961128,6.83-6.45
4.619982,6.83-6.45
3.559109,6.83-6.45
4.361424,6.83-6.45
3.192949,6.83-6.45
4.961128,6.83-6.45
4.482142,6.83-6.45
6.644182,6.83-6.45
5.168622,6.83-6.45
7.155697,6.83-6.45
3.738241,6.83-6.45
4.176360,6.83-6.45
4.423446,6.83-6.45
7.136716,6.83-6.45
4.139082,6.83-6.45
7.094619,6.83-6.45
5.545952,6.83-6.45
4.441337,6.83-6.45
7.062344,6.83-6.45
5.939941,6.83-6.45
5.750701,6.83-6.45
5.382686,6.83-6.45
2.460773,6.83-6.45
5.180488,6.83-6.45
4.858048,6.83-6.45
3.837533,6.83-6.45
3.826205,6.83-6.45
4.312620,6.83-6.45
3.016359,6.83-6.45
6.429840,6.83-6.45
5.334354,6.83-6.45
7.757716,6.83-6.45
3.656931,6.83-6.45
6.067404,6.83-6.45
6.963489,6.83-6.45
3.826205,6.83-6.45
4.988175,6.83-6.45
3.073303,6.83-6.45
5.685258,6.83-6.45
5.905591,6.83-6.45
4.074854,6.83-6.45
4.378475,6.83-6.45
4.699920,6.83-6.45
3.354451,6.83-6.45
5.721266,6.83-6.45
7.214357,6.83-6.45
6.725057,6.83-6.45
5.169605,6.83-6.45
3.887050,6.83-6.45
5.303541,6.83-6.45
4.590273,6.83-6.45
3.629412,6.83-6.45
4.139082,6.83-6.45
5.409219,6.83-6.45
3.887050,6.83-6.45
5.039037,6.83-6.45
5.788390,6.83-6.45
5.070327,6.83-6.45
0.501156,6.83-6.45
3.232373,6.83-6.45
7.430529,6.83-6.45
5.314885,6.83-6.45
0.283417,6.83-6.45
3.192949,6.83-6.45
5.158744,6.83-6.45
3.633925,6.83-6.45
4.836152,6.83-6.45
1.998758,6.83-6.45
5.015890,6.83-6.45
4.733613,6.83-6.45
0.496502,6.83-6.45
6.803703,6.83-6.45
6.501580,6.83-6.45
2.912635,6.83-6.45
5.803665,6.83-6.45
5.389803,6.83-6.45
4.592927,6.83-6.45
5.012963,6.83-6.45
5.686974,6.83-6.45
4.568957,6.83-6.45
5.621092,6.83-6.45
3.124676,6.83-6.45
5.063603,6.83-6.45
3.137999,6.83-6.45
6.837844,6.83-6.45
4.316286,6.83-6.45
6.511425,6.83-6.45
7.062344,6.83-6.45
5.180488,6.83-6.45
7.109572,6.83-6.45
5.336673,6.83-6.45
5.905591,6.83-6.45
6.644182,6.83-6.45
5.939941,6.83-6.45
7.147772,6.83-6.45
5.810723,6.83-6.45
6.571426,6.83-6.45
6.953920,6.83-6.45
4.844298,6.83-6.45
6.768597,6.83-6.45
7.621329,6.83-6.45
2.491204,6.83-6.45
5.638444,6.83-6.45
6.267998,6.83-6.45
6.549817,6.83-6.45
2.373263,6.83-6.45
4.900103,6.83-6.45
1.825521,6.83-6.45
4.516301,6.83-6.45
4.855391,6.83-6.45
6.380884,6.83-6.45
4.595562,6.83-6.45
6.144687,6.83-6.45
4.287024,6.83-6.45
2.914750,6.83-6.45
3.466757,6.83-6.45
3.837533,6.83-6.45
5.415922,6.83-6.45
4.646979,6.83-6.45
3.823646,6.83-6.45
5.209585,6.83-6.45
5.869674,6.83-6.45
5.063603,6.83-6.45
7.583603,6.83-6.45
5.532125,6.83-6.45
1.965490,6.83-6.45
4.102211,6.83-6.45
4.842212,6.83-6.45
4.615435,6.83-6.45
5.618008,6.83-6.45
4.646979,6.83-6.45
6.928819,6.83-6.45
3.016359,6.83-6.45
3.633925,6.83-6.45
2.466642,6.83-6.45
4.770610,6.83-6.45
4.793909,6.83-6.45
8.284726,6.83-6.45
5.723059,6.83-6.45
2.491204,6.83-6.45
3.137999,6.83-6.45
7.187534,6.83-6.45
4.910269,6.83-6.45
5.727828,6.83-6.45
5.251091,6.83-6.45
0.496502,6.83-6.45
3.971759,6.83-6.45
6.918980,6.83-6.45
5.419575,6.83-6.45
3.547240,6.83-6.45
4.626350,6.83-6.45
5.727828,6.83-6.45
3.711818,6.83-6.45
5.992327,6.83-6.45
4.102211,6.83-6.45
4.979669,6.83-6.45
5.578321,6.83-6.45
5.480151,6.83-6.45
2.493971,6.83-6.45
7.136716,6.83-6.45
2.743123,6.83-6.45
4.370017,6.83-6.45
6.236500,6.83-6.45
5.012963,6.83-6.45
4.626350,6.83-6.45
4.619982,6.83-6.45
4.511776,6.83-6.45
3.823646,6.83-6.45
6.803703,6.83-6.45
6.067404,6.83-6.45
7.109572,6.83-6.45
5.303541,6.83-6.45
4.836152,6.83-6.45
5.010122,6.83-6.45
5.415446,6.83-6.45
6.511425,6.83-6.45
4.511776,6.83-6.45
4.287024,6.83-6.45
3.507205,6.83-6.45
4.816583,6.83-6.45
6.725057,6.83-6.45
2.815646,6.83-6.45
5.357773,6.83-6.45
4.513901,6.83-6.45
6.549817,6.83-6.45
5.803665,6.83-6.45
6.963662,6.83-6.45
4.335827,6.83-6.45
6.692667,6.83-6.45
-0.434009,6.83-6.45
5.453038,6.83-6.45
6.768597,6.83-6.45
4.894573,6.83-6.45
6.591355,6.83-6.45
3.550050,6.83-6.45
6.144687,6.83-6.45
5.010122,6.83-6.45
4.984802,6.83-6.45
4.835044,6.83-6.45
7.241120,6.83-6.45
4.699920,6.83-6.45
7.265893,6.83-6.45
3.872026,6.83-6.45
2.466642,6.83-6.45
7.094619,6.83-6.45
6.272105,6.83-6.45
5.050707,6.83-6.45
3.331555,6.83-6.45
6.209569,6.83-6.45
3.457264,6.83-6.45
5.957774,6.83-6.45
3.547240,6.83-6.45
4.034801,6.83-6.45
6.947377,6.83-6.45
5.062621,6.83-6.45
3.811294,6.83-6.45
4.850505,6.83-6.45
5.459045,6.83-6.45
4.842212,6.83-6.45
3.556846,6.83-6.45
4.834044,6.83-6.45
7.430529,6.83-6.45
5.389803,6.83-6.45
6.501580,6.83-6.45
6.888593,6.83-6.45
5.721691,6.83-6.45
6.863551,6.83-6.45
5.471821,6.83-6.45
5.578321,6.83-6.45
6.091449,6.83-6.45
-3.133393,6.83-6.45
5.340495,6.83-6.45
5.144990,6.83-6.45
7.377255,6.83-6.45
6.954097,6.83-6.45
4.052575,6.83-6.45
6.963607,6.83-6.45
5.571073,6.83-6.45
6.374283,6.83-6.45
4.287669,6.83-6.45
5.618008,6.83-6.45
1.384563,6.83-6.45
6.272105,6.83-6.45
5.683997,6.83-6.45
6.209569,6.83-6.45
4.595562,6.83-6.45
6.591355,6.83-6.45
4.730154,6.83-6.45
6.954097,6.83-6.45
5.446924,6.83-6.45
5.251091,6.83-6.45
3.232373,6.83-6.45
4.730154,6.83-6.45
7.377255,6.83-6.45
2.667650,6.83-6.45
3.711818,6.83-6.45
6.826084,6.83-6.45
7.038473,6.83-6.45
5.275239,6.83-6.45
4.378475,6.83-6.45
6.953920,6.83-6.45
4.367359,6.83-6.45
5.232786,6.83-6.45
5.683997,6.83-6.45
4.566546,6.83-6.45
5.415922,6.83-6.45
4.855391,6.83-6.45
1.220127,6.83-6.45
3.757830,6.83-6.45
7.498452,6.83-6.45
4.979669,6.83-6.45
4.770208,6.83-6.45
3.302663,6.83-6.45
4.894573,6.83-6.45
5.062621,6.83-6.45
6.876584,6.83-6.45
4.438079,6.83-6.45
5.409219,6.83-6.45
6.963489,6.83-6.45
5.810723,6.83-6.45
7.275616,6.83-6.45
3.507205,6.83-6.45
5.664216,6.83-6.45
1.965490,6.83-6.45
3.331555,6.83-6.45
4.568957,6.83-6.45
5.516006,6.83-6.45
0.023572,6.83-6.45
3.629412,6.83-6.45
7.498452,6.83-6.45
4.081090,6.83-6.45
5.545952,6.83-6.45
1.401825,6.83-6.45
2.743123,6.83-6.45
6.095846,6.83-6.45
4.052575,6.83-6.45
5.111414,6.83-6.45
7.265893,6.83-6.45
0.023572,6.83-6.45
5.625709,6.83-6.45
5.480151,6.83-6.45
-3.133393,6.83-6.45
4.287669,6.83-6.45
2.493971,6.83-6.45
7.621329,6.83-6.45
6.429840,6.83-6.45
4.367359,6.83-6.45
4.592927,6.83-6.45
4.335827,6.83-6.45
6.947377,6.83-6.45
3.444978,6.83-6.45
6.826084,6.83-6.45
4.312620,6.83-6.45
5.017811,6.83-6.45
2.280203,6.83-6.45
3.851981,6.83-6.45
6.837844,6.83-6.45
5.334354,6.83-6.45
4.176360,6.83-6.45
4.243166,6.83-6.45
0.283417,6.83-6.45
5.415446,6.83-6.45
5.638444,6.83-6.45
1.220127,6.83-6.45
5.036659,6.83-6.45
4.894596,6.83-6.45
3.738241,6.83-6.45
6.091449,6.83-6.45
0.870162,6.83-6.45
5.213688,6.83-6.45
4.566546,6.83-6.45
3.274217,6.83-6.45
6.918980,6.83-6.45
3.302663,6.83-6.45
4.850505,6.83-6.45
4.240452,6.83-6.45
5.091876,6.83-6.45
4.034801,6.83-6.45
7.158111,6.83-6.45
5.357773,6.83-6.45
3.498466,6.83-6.45
7.241120,6.83-6.45
5.050639,6.83-6.45
3.851981,6.83-6.45
6.963662,6.83-6.45
7.147772,6.83-6.45
5.571073,6.83-6.45
4.854973,6.83-6.45
6.657582,6.83-6.45
3.559109,6.83-6.45
5.664216,6.83-6.45
3.048495,6.83-6.45
4.316286,6.83-6.45
5.314885,6.83-6.45
4.700184,6.83-6.45
6.374283,6.83-6.45
4.044660,6.83-6.45
5.582224,6.83-6.45
5.158744,6.83-6.45
4.243166,6.83-6.45
3.971759,6.83-6.45
6.535767,6.83-6.45
5.340495,6.83-6.45
5.685258,6.83-6.45
4.441337,6.83-6.45
5.017811,6.83-6.45
5.869674,6.83-6.45
3.444978,6.83-6.45
0.870162,6.83-6.45
5.232786,6.83-6.45
4.770208,6.83-6.45
1.825521,6.83-6.45
5.625709,6.83-6.45
4.984802,6.83-6.45
5.036659,6.83-6.45
4.074854,6.83-6.45
4.393300,6.83-6.45
4.438079,6.83-6.45
3.872026,6.83-6.45
5.686974,6.83-6.45
5.015890,6.83-6.45
5.471821,6.83-6.45
1.401825,6.83-6.45
4.836430,6.83-6.45
5.721691,6.83-6.45
4.547102,6.45-6.20
4.610673,6.45-6.20
6.806170,6.45-6.20
5.092208,6.45-6.20
5.406071,6.45-6.20
5.628190,6.45-6.20
4.975407,6.45-6.20
3.031439,6.45-6.20
6.349422,6.45-6.20
4.445117,6.45-6.20
-0.370356,6.45-6.20
4.927987,6.45-6.20
7.616700,6.45-6.20
4.101640,6.45-6.20
6.592472,6.45-6.20
4.393837,6.45-6.20
3.995962,6.45-6.20
6.711582,6.45-6.20
4.704192,6.45-6.20
4.555661,6.45-6.20
5.533250,6.45-6.20
2.765360,6.45-6.20
6.256079,6.45-6.20
6.382155,6.45-6.20
5.801550,6.45-6.20
6.915125,6.45-6.20
6.318514,6.45-6.20
4.623004,6.45-6.20
7.512527,6.45-6.20
5.031642,6.45-6.20
5.971560,6.45-6.20
3.989038,6.45-6.20
5.894560,6.45-6.20
5.550312,6.45-6.20
4.410748,6.45-6.20
0.607201,6.45-6.20
3.780501,6.45-6.20
7.029875,6.45-6.20
5.726085,6.45-6.20
4.526061,6.45-6.20
4.445117,6.45-6.20
4.717260,6.45-6.20
6.634200,6.45-6.20
6.554703,6.45-6.20
4.704192,6.45-6.20
3.623180,6.45-6.20
5.480055,6.45-6.20
6.243137,6.45-6.20
5.749653,6.45-6.20
4.471455,6.45-6.20
5.073196,6.45-6.20
6.732824,6.45-6.20
4.391791,6.45-6.20
6.609526,6.45-6.20
6.058365,6.45-6.20
6.651098,6.45-6.20
4.732241,6.45-6.20
4.201349,6.45-6.20
4.732241,6.45-6.20
3.324760,6.45-6.20
5.212932,6.45-6.20
4.729551,6.45-6.20
6.229882,6.45-6.20
4.554034,6.45-6.20
4.199516,6.45-6.20
5.672138,6.45-6.20
7.123615,6.45-6.20
5.094403,6.45-6.20
6.711582,6.45-6.20
4.696136,6.45-6.20
4.129059,6.45-6.20
6.397281,6.45-6.20
6.581628,6.45-6.20
4.618705,6.45-6.20
5.533250,6.45-6.20
6.095913,6.45-6.20
3.647219,6.45-6.20
5.429761,6.45-6.20
4.875982,6.45-6.20
5.769741,6.45-6.20
6.200995,6.45-6.20
5.060176,6.45-6.20
5.651003,6.45-6.20
5.971560,6.45-6.20
4.334630,6.45-6.20
2.999834,6.45-6.20
4.914828,6.45-6.20
5.429761,6.45-6.20
3.748365,6.45-6.20
5.633161,6.45-6.20
6.251500,6.45-6.20
5.550312,6.45-6.20
5.966076,6.45-6.20
2.147503,6.45-6.20
5.164701,6.45-6.20
6.684710,6.45-6.20
5.106089,6.45-6.20
3.605493,6.45-6.20
4.826016,6.45-6.20
5.749653,6.45-6.20
5.458216,6.45-6.20
3.306109,6.45-6.20
4.944549,6.45-6.20
6.794467,6.45-6.20
3.156908,6.45-6.20
-1.933479,6.45-6.20
4.875982,6.45-6.20
6.110086,6.45-6.20
4.101960,6.45-6.20
3.175423,6.45-6.20
6.123323,6.45-6.20
3.666335,6.45-6.20
4.681465,6.45-6.20
4.478799,6.45-6.20
0.906276,6.45-6.20
3.201250,6.45-6.20
5.327422,6.45-6.20
5.145161,6.45-6.20
4.546216,6.45-6.20
6.684710,6.45-6.20
6.610458,6.45-6.20
6.156814,6.45-6.20
6.732824,6.45-6.20
5.406071,6.45-6.20
4.844505,6.45-6.20
5.073196,6.45-6.20
5.922028,6.45-6.20
5.922028,6.45-6.20
3.294323,6.45-6.20
6.675408,6.45-6.20
2.361737,6.45-6.20
4.710284,6.45-6.20
6.233234,6.45-6.20
5.832629,6.45-6.20
5.937870,6.45-6.20
5.136525,6.45-6.20
2.755203,6.45-6.20
5.327422,6.45-6.20
6.015321,6.45-6.20
3.244168,6.45-6.20
2.757693,6.45-6.20
6.581628,6.45-6.20
3.887465,6.45-6.20
5.400501,6.45-6.20
4.101640,6.45-6.20
4.526061,6.45-6.20
6.988772,6.45-6.20
6.256079,6.45-6.20
3.492505,6.45-6.20
2.147503,6.45-6.20
6.382155,6.45-6.20
5.952982,6.45-6.20
5.672138,6.45-6.20
7.029875,6.45-6.20
5.470223,6.45-6.20
4.721155,6.45-6.20
7.083952,6.45-6.20
5.250421,6.45-6.20
5.901031,6.45-6.20
3.770286,6.45-6.20
6.975705,6.45-6.20
6.610458,6.45-6.20
0.607201,6.45-6.20
3.985664,6.45-6.20
-1.933479,6.45-6.20
2.378646,6.45-6.20
3.623180,6.45-6.20
5.110414,6.45-6.20
5.829672,6.45-6.20
2.826420,6.45-6.20
4.201349,6.45-6.20
4.867730,6.45-6.20
7.483730,6.45-6.20
3.113720,6.45-6.20
2.757693,6.45-6.20
5.480055,6.45-6.20
4.478799,6.45-6.20
7.435755,6.45-6.20
4.340439,6.45-6.20
5.672302,6.45-6.20
6.806170,6.45-6.20
-0.077083,6.45-6.20
4.721155,6.45-6.20
4.557075,6.45-6.20
4.037357,6.45-6.20
4.138561,6.45-6.20
4.646670,6.45-6.20
5.829672,6.45-6.20
6.794467,6.45-6.20
3.887465,6.45-6.20
5.851693,6.45-6.20
4.557075,6.45-6.20
5.400501,6.45-6.20
4.970948,6.45-6.20
3.995962,6.45-6.20
4.981950,6.45-6.20
4.158480,6.45-6.20
4.319331,6.45-6.20
4.199516,6.45-6.20
4.386563,6.45-6.20
4.923785,6.45-6.20
4.948767,6.45-6.20
5.843987,6.45-6.20
1.951308,6.45-6.20
7.459064,6.45-6.20
4.146990,6.45-6.20
4.503630,6.45-6.20
4.601069,6.45-6.20
7.042730,6.45-6.20
7.123615,6.45-6.20
6.294363,6.45-6.20
4.030739,6.45-6.20
3.493278,6.45-6.20
3.633937,6.45-6.20
5.672302,6.45-6.20
7.408857,6.45-6.20
2.737160,6.45-6.20
3.530273,6.45-6.20
3.190917,6.45-6.20
3.901293,6.45-6.20
5.349026,6.45-6.20
3.201250,6.45-6.20
6.634200,6.45-6.20
5.092208,6.45-6.20
5.832629,6.45-6.20
1.422855,6.45-6.20
6.318514,6.45-6.20
5.651003,6.45-6.20
4.813264,6.45-6.20
4.158480,6.45-6.20
5.537587,6.45-6.20
5.281662,6.45-6.20
4.146990,6.45-6.20
7.408857,6.45-6.20
5.454080,6.45-6.20
4.095010,6.45-6.20
5.633161,6.45-6.20
4.613546,6.45-6.20
4.540325,6.45-6.20
6.862887,6.45-6.20
3.324760,6.45-6.20
3.542772,6.45-6.20
5.074776,6.45-6.20
6.366613,6.45-6.20
4.914828,6.45-6.20
6.243137,6.45-6.20
5.258122,6.45-6.20
5.060176,6.45-6.20
4.623004,6.45-6.20
4.646670,6.45-6.20
4.918071,6.45-6.20
4.696136,6.45-6.20
4.017435,6.45-6.20
5.615633,6.45-6.20
-1.621291,6.45-6.20
7.042730,6.45-6.20
4.948767,6.45-6.20
3.482703,6.45-6.20
4.634346,6.45-6.20
4.464767,6.45-6.20
5.106089,6.45-6.20
6.366613,6.45-6.20
3.633937,6.45-6.20
4.482183,6.45-6.20
3.482703,6.45-6.20
4.554034,6.45-6.20
5.801550,6.45-6.20
6.427347,6.45-6.20
5.390589,6.45-6.20
5.110414,6.45-6.20
4.847774,6.45-6.20
4.503630,6.45-6.20
4.198698,6.45-6.20
7.435755,6.45-6.20
5.779529,6.45-6.20
4.813264,6.45-6.20
6.251500,6.45-6.20
6.473177,6.45-6.20
6.263148,6.45-6.20
6.095913,6.45-6.20
5.646584,6.45-6.20
7.459064,6.45-6.20
8.284726,6.45-6.20
5.296154,6.45-6.20
6.058365,6.45-6.20
2.216941,6.45-6.20
4.008099,6.45-6.20
1.538976,6.45-6.20
4.918071,6.45-6.20
6.263148,6.45-6.20
4.546216,6.45-6.20
2.378646,6.45-6.20
4.138561,6.45-6.20
7.659308,6.45-6.20
7.616700,6.45-6.20
5.145161,6.45-6.20
4.301950,6.45-6.20
6.680328,6.45-6.20
5.873915,6.45-6.20
5.277891,6.45-6.20
6.675408,6.45-6.20
5.544380,6.45-6.20
2.981744,6.45-6.20
6.988772,6.45-6.20
5.966076,6.45-6.20
5.609903,6.45-6.20
3.641288,6.45-6.20
3.989038,6.45-6.20
4.410748,6.45-6.20
3.201931,6.45-6.20
4.366882,6.45-6.20
3.156908,6.45-6.20
4.981950,6.45-6.20
4.729551,6.45-6.20
4.575556,6.45-6.20
2.255285,6.45-6.20
6.349422,6.45-6.20
5.544380,6.45-6.20
4.386563,6.45-6.20
5.071060,6.45-6.20
5.873915,6.45-6.20
4.975407,6.45-6.20
1.422855,6.45-6.20
7.030336,6.45-6.20
6.397281,6.45-6.20
6.251264,6.45-6.20
5.894560,6.45-6.20
7.831153,6.45-6.20
2.567422,6.45-6.20
4.317951,6.45-6.20
4.970948,6.45-6.20
6.001632,6.45-6.20
3.647219,6.45-6.20
6.248853,6.45-6.20
5.470223,6.45-6.20
4.681465,6.45-6.20
5.390589,6.45-6.20
3.541466,6.45-6.20
3.766064,6.45-6.20
3.542772,6.45-6.20
7.484406,6.45-6.20
5.074776,6.45-6.20
3.834794,6.45-6.20
3.061541,6.45-6.20
5.709074,6.45-6.20
6.057413,6.45-6.20
7.356460,6.45-6.20
4.927987,6.45-6.20
4.093414,6.45-6.20
3.031439,6.45-6.20
7.082978,6.45-6.20
4.953264,6.45-6.20
3.190917,6.45-6.20
6.502246,6.45-6.20
6.053631,6.45-6.20
5.281662,6.45-6.20
6.358010,6.45-6.20
4.844505,6.45-6.20
3.712573,6.45-6.20
6.554703,6.45-6.20
3.125151,6.45-6.20
4.618705,6.45-6.20
4.481750,6.45-6.20
5.411119,6.45-6.20
4.953264,6.45-6.20
5.044848,6.45-6.20
3.700365,6.45-6.20
5.271304,6.45-6.20
4.319331,6.45-6.20
7.082978,6.45-6.20
4.017435,6.45-6.20
3.493278,6.45-6.20
4.847774,6.45-6.20
2.765360,6.45-6.20
1.538976,6.45-6.20
6.609526,6.45-6.20
4.162875,6.45-6.20
4.634346,6.45-6.20
3.294323,6.45-6.20
4.320526,6.45-6.20
3.700365,6.45-6.20
4.717260,6.45-6.20
4.083983,6.45-6.20
5.250421,6.45-6.20
4.030739,6.45-6.20
3.244168,6.45-6.20
6.233234,6.45-6.20
6.427347,6.45-6.20
6.110086,6.45-6.20
6.473177,6.45-6.20
3.175423,6.45-6.20
4.464767,6.45-6.20
6.057413,6.45-6.20
-0.726369,6.45-6.20
3.541466,6.45-6.20
4.710284,6.45-6.20
5.277891,6.45-6.20
6.651098,6.45-6.20
4.083983,6.45-6.20
3.780501,6.45-6.20
4.826016,6.45-6.20
4.923785,6.45-6.20
4.944549,6.45-6.20
5.271304,6.45-6.20
5.843987,6.45-6.20
5.166335,6.45-6.20
7.831153,6.45-6.20
4.575556,6.45-6.20
5.537587,6.45-6.20
5.646584,6.45-6.20
-1.621291,6.45-6.20
6.123323,6.45-6.20
7.356460,6.45-6.20
6.251264,6.45-6.20
5.937870,6.45-6.20
5.166335,6.45-6.20
4.224525,6.45-6.20
3.125151,6.45-6.20
6.873137,6.45-6.20
3.901293,6.45-6.20
6.294363,6.45-6.20
4.037357,6.45-6.20
6.231546,6.45-6.20
4.480153,6.45-6.20
3.061541,6.45-6.20
4.165424,6.45-6.20
7.034585,6.45-6.20
3.113720,6.45-6.20
4.334630,6.45-6.20
7.083952,6.45-6.20
5.628190,6.45-6.20
5.044848,6.45-6.20
3.985664,6.45-6.20
4.366882,6.45-6.20
2.255285,6.45-6.20
4.610673,6.45-6.20
5.454080,6.45-6.20
5.901031,6.45-6.20
6.724238,6.45-6.20
3.530273,6.45-6.20
4.095010,6.45-6.20
5.212932,6.45-6.20
3.834794,6.45-6.20
4.405570,6.45-6.20
7.484406,6.45-6.20
4.391791,6.45-6.20
6.231546,6.45-6.20
4.393837,6.45-6.20
5.769741,6.45-6.20
4.198698,6.45-6.20
4.340439,6.45-6.20
4.405570,6.45-6.20
2.737160,6.45-6.20
3.712573,6.45-6.20
5.061487,6.45-6.20
2.826420,6.45-6.20
7.034585,6.45-6.20
5.164701,6.45-6.20
5.779529,6.45-6.20
5.709074,6.45-6.20
6.592472,6.45-6.20
6.724238,6.45-6.20
6.248853,6.45-6.20
5.969945,6.45-6.20
3.666335,6.45-6.20
4.984109,6.45-6.20
3.499848,6.45-6.20
5.851693,6.45-6.20
4.332099,6.45-6.20
6.156814,6.45-6.20
4.540325,6.45-6.20
4.134634,6.45-6.20
3.748365,6.45-6.20
6.680328,6.45-6.20
2.361737,6.45-6.20
2.216941,6.45-6.20
2.755203,6.45-6.20
-0.370356,6.45-6.20
6.001632,6.45-6.20
0.906276,6.45-6.20
6.985618,6.45-6.20
5.349026,6.45-6.20
6.975705,6.45-6.20
4.555661,6.45-6.20
2.760609,6.45-6.20
4.867730,6.45-6.20
4.134634,6.45-6.20
5.061487,6.45-6.20
5.094403,6.45-6.20
6.873137,6.45-6.20
2.964684,6.45-6.20
4.165424,6.45-6.20
3.770286,6.45-6.20
3.492505,6.45-6.20
7.030336,6.45-6.20
1.951308,6.45-6.20
4.966514,6.45-6.20
6.222583,6.45-6.20
3.790750,6.45-6.20
6.200995,6.45-6.20
3.615025,6.45-6.20
3.499848,6.45-6.20
3.766064,6.45-6.20
2.964684,6.45-6.20
6.862887,6.45-6.20
4.933922,6.45-6.20
7.659308,6.45-6.20
5.952982,6.45-6.20
4.162875,6.45-6.20
5.411119,6.45-6.20
4.301950,6.45-6.20
7.512527,6.45-6.20
3.306109,6.45-6.20
4.317951,6.45-6.20
5.726085,6.45-6.20
4.613546,6.45-6.20
3.605493,6.45-6.20
6.358010,6.45-6.20
3.641288,6.45-6.20
5.031642,6.45-6.20
4.093414,6.45-6.20
5.071060,6.45-6.20
7.483730,6.45-6.20
5.296154,6.45-6.20
2.567422,6.45-6.20
3.201931,6.45-6.20
5.615633,6.45-6.20
4.101960,6.45-6.20
4.966514,6.45-6.20
5.258122,6.45-6.20
4.482183,6.45-6.20
4.547102,6.45-6.20
6.502246,6.45-6.20
6.985618,6.45-6.20
2.760609,6.45-6.20
4.224525,6.45-6.20
5.609903,6.45-6.20
4.984109,6.45-6.20
6.229882,6.45-6.20
4.601069,6.45-6.20
2.999834,6.45-6.20
6.053631,6.45-6.20
4.320526,6.45-6.20
4.480153,6.45-6.20
6.015321,6.45-6.20
4.332099,6.45-6.20
3.790750,6.45-6.20
-0.726369,6.45-6.20
2.981744,6.45-6.20
3.615025,6.45-6.20
-0.077083,6.45-6.20
5.136525,6.45-6.20
6.915125,6.45-6.20
4.471455,6.45-6.20
5.458216,6.45-6.20
5.969945,6.45-6.20
4.008099,6.45-6.20
6.222583,6.45-6.20
4.129059,6.45-6.20
4.481750,6.45-6.20
5.494741,6.20-5.97
5.037898,6.20-5.97
3.566990,6.20-5.97
7.258974,6.20-5.97
5.965157,6.20-5.97
3.286840,6.20-5.97
4.808813,6.20-5.97
2.251309,6.20-5.97
6.779385,6.20-5.97
3.352145,6.20-5.97
3.762954,6.20-5.97
5.215405,6.20-5.97
3.244602,6.20-5.97
6.325717,6.20-5.97
4.980076,6.20-5.97
2.516327,6.20-5.97
5.702571,6.20-5.97
3.226419,6.20-5.97
3.977772,6.20-5.97
3.438690,6.20-5.97
6.142896,6.20-5.97
4.509742,6.20-5.97
4.844237,6.20-5.97
6.007685,6.20-5.97
3.707208,6.20-5.97
0.653312,6.20-5.97
5.274042,6.20-5.97
4.803153,6.20-5.97
5.274042,6.20-5.97
5.903061,6.20-5.97
5.166629,6.20-5.97
5.433334,6.20-5.97
7.036875,6.20-5.97
6.368716,6.20-5.97
5.096348,6.20-5.97
1.598159,6.20-5.97
4.980076,6.20-5.97
4.499318,6.20-5.97
2.308876,6.20-5.97
3.496398,6.20-5.97
1.731939,6.20-5.97
7.356681,6.20-5.97
5.481486,6.20-5.97
5.323371,6.20-5.97
6.987453,6.20-5.97
4.826471,6.20-5.97
6.558650,6.20-5.97
5.702571,6.20-5.97
5.525333,6.20-5.97
3.550818,6.20-5.97
6.240055,6.20-5.97
0.285626,6.20-5.97
4.054136,6.20-5.97
4.624494,6.20-5.97
6.654464,6.20-5.97
2.437359,6.20-5.97
3.977442,6.20-5.97
5.265910,6.20-5.97
3.469097,6.20-5.97
7.153359,6.20-5.97
4.357233,6.20-5.97
6.217999,6.20-5.97
2.214547,6.20-5.97
4.708033,6.20-5.97
5.362862,6.20-5.97
3.356518,6.20-5.97
5.597315,6.20-5.97
4.569894,6.20-5.97
1.424729,6.20-5.97
4.830158,6.20-5.97
5.567924,6.20-5.97
4.189831,6.20-5.97
6.234145,6.20-5.97
2.929568,6.20-5.97
5.892698,6.20-5.97
3.924708,6.20-5.97
3.480079,6.20-5.97
6.181769,6.20-5.97
4.299403,6.20-5.97
5.899892,6.20-5.97
5.775200,6.20-5.97
5.265910,6.20-5.97
6.907980,6.20-5.97
6.459614,6.20-5.97
4.507263,6.20-5.97
5.377762,6.20-5.97
5.371845,6.20-5.97
5.447532,6.20-5.97
7.203417,6.20-5.97
1.598159,6.20-5.97
4.453212,6.20-5.97
5.777642,6.20-5.97
5.800604,6.20-5.97
4.618144,6.20-5.97
2.743814,6.20-5.97
4.301672,6.20-5.97
6.907980,6.20-5.97
6.076505,6.20-5.97
4.189831,6.20-5.97
4.629513,6.20-5.97
1.295040,6.20-5.97
5.188659,6.20-5.97
5.323371,6.20-5.97
7.128026,6.20-5.97
3.531807,6.20-5.97
2.736010,6.20-5.97
2.522625,6.20-5.97
5.490575,6.20-5.97
5.115913,6.20-5.97
6.779385,6.20-5.97
7.332141,6.20-5.97
6.092207,6.20-5.97
