LogIntensity,ResolutionRange
3.933696,9.89-8.50
6.845110,9.89-8.50
6.634891,9.89-8.50
6.759793,9.89-8.50
6.845110,9.89-8.50
4.807651,9.89-8.50
5.233997,9.89-8.50
2.324606,9.89-8.50
6.351790,9.89-8.50
4.241436,9.89-8.50
5.351132,9.89-8.50
5.287832,9.89-8.50
0.472369,9.89-8.50
4.856173,9.89-8.50
6.409007,9.89-8.50
5.467508,9.89-8.50
4.159930,9.89-8.50
3.933696,9.89-8.50
4.691220,9.89-8.50
0.469946,9.89-8.50
5.164764,9.89-8.50
3.963692,9.89-8.50
6.117817,9.89-8.50
5.432364,9.89-8.50
2.603442,9.89-8.50
5.247391,9.89-8.50
6.921415,9.89-8.50
5.625574,9.89-8.50
4.984884,9.89-8.50
5.846510,9.89-8.50
5.037721,9.89-8.50
5.846510,9.89-8.50
6.633938,9.89-8.50
-1.044278,9.89-8.50
5.923439,9.89-8.50
2.594946,9.89-8.50
4.283766,9.89-8.50
4.992886,9.89-8.50
4.734382,9.89-8.50
4.734382,9.89-8.50
3.980819,9.89-8.50
3.713992,9.89-8.50
5.087684,9.89-8.50
5.971126,9.89-8.50
2.952052,9.89-8.50
4.628576,9.89-8.50
4.283766,9.89-8.50
3.189172,9.89-8.50
3.546436,9.89-8.50
4.275197,9.89-8.50
7.001967,9.89-8.50
7.113855,9.89-8.50
4.738126,9.89-8.50
4.489549,9.89-8.50
4.408016,9.89-8.50
3.457823,9.89-8.50
5.087689,9.89-8.50
5.831987,9.89-8.50
4.371007,9.89-8.50
5.078983,9.89-8.50
-0.214045,9.89-8.50
4.978231,9.89-8.50
3.970013,9.89-8.50
5.132029,9.89-8.50
6.810819,9.89-8.50
5.933697,9.89-8.50
4.043293,9.89-8.50
5.164764,9.89-8.50
4.575664,9.89-8.50
-1.200284,9.89-8.50
3.723323,9.89-8.50
1.611480,9.89-8.50
0.472369,9.89-8.50
6.988887,9.89-8.50
2.021640,9.89-8.50
6.634891,9.89-8.50
4.182941,9.89-8.50
4.061313,9.89-8.50
7.653532,9.89-8.50
5.731454,9.89-8.50
4.315484,9.89-8.50
4.711041,9.89-8.50
5.303753,9.89-8.50
3.343226,9.89-8.50
6.670964,9.89-8.50
2.603442,9.89-8.50
-2.773993,9.89-8.50
5.105575,9.89-8.50
4.816510,9.89-8.50
6.927309,9.89-8.50
5.608064,9.89-8.50
3.480646,9.89-8.50
3.650617,9.89-8.50
5.684910,9.89-8.50
6.695165,9.89-8.50
3.376630,9.89-8.50
6.150661,9.89-8.50
6.018802,9.89-8.50
2.952052,9.89-8.50
3.266357,9.89-8.50
5.684910,9.89-8.50
6.921415,9.89-8.50
5.531485,9.89-8.50
2.550292,9.89-8.50
4.391264,9.89-8.50
7.169656,9.89-8.50
5.547892,9.89-8.50
3.320892,9.89-8.50
5.536363,9.89-8.50
3.784145,9.89-8.50
6.369530,9.89-8.50
5.345116,9.89-8.50
6.988887,9.89-8.50
6.467810,9.89-8.50
5.858478,9.89-8.50
4.968892,9.89-8.50
3.941295,9.89-8.50
6.061632,9.89-8.50
7.488719,9.89-8.50
4.275197,9.89-8.50
4.968892,9.89-8.50
5.121845,9.89-8.50
7.653532,9.89-8.50
1.677730,9.89-8.50
5.078027,9.89-8.50
6.795028,9.89-8.50
6.110804,9.89-8.50
5.131739,9.89-8.50
5.024129,9.89-8.50
6.188730,9.89-8.50
6.217488,9.89-8.50
7.137830,9.89-8.50
5.037721,9.89-8.50
4.547114,9.89-8.50
6.361070,9.89-8.50
2.437438,9.89-8.50
5.762148,9.89-8.50
3.551221,9.89-8.50
2.245581,9.89-8.50
6.616800,9.89-8.50
5.841125,9.89-8.50
5.271084,9.89-8.50
6.025954,9.89-8.50
6.795028,9.89-8.50
6.624020,9.89-8.50
6.368187,9.89-8.50
5.144368,9.89-8.50
3.411872,9.89-8.50
5.448821,9.89-8.50
6.811153,9.89-8.50
1.677730,9.89-8.50
4.022200,9.89-8.50
4.644452,9.89-8.50
3.973623,9.89-8.50
3.899238,9.89-8.50
3.907926,9.89-8.50
3.912741,9.89-8.50
6.368187,9.89-8.50
6.549332,9.89-8.50
5.122207,9.89-8.50
3.981815,9.89-8.50
2.324606,9.89-8.50
2.384111,9.89-8.50
5.910404,9.89-8.50
3.320892,9.89-8.50
6.389416,9.89-8.50
5.858478,9.89-8.50
4.856173,9.89-8.50
5.546017,9.89-8.50
2.317714,9.89-8.50
4.241436,9.89-8.50
4.022200,9.89-8.50
6.303007,9.89-8.50
6.025954,9.89-8.50
6.549332,9.89-8.50
4.408016,9.89-8.50
4.901087,9.89-8.50
6.470494,9.89-8.50
6.005994,9.89-8.50
4.900104,9.89-8.50
6.303007,9.89-8.50
4.644452,9.89-8.50
7.043832,9.89-8.50
2.245581,9.89-8.50
4.988411,9.89-8.50
3.963692,9.89-8.50
5.674619,9.89-8.50
4.237374,9.89-8.50
7.341825,9.89-8.50
3.237119,9.89-8.50
5.087684,9.89-8.50
3.139705,9.89-8.50
5.708808,9.89-8.50
2.021640,9.89-8.50
5.537336,9.89-8.50
4.834314,9.89-8.50
6.969761,9.89-8.50
5.141412,9.89-8.50
4.575664,9.89-8.50
4.159930,9.89-8.50
5.755522,9.89-8.50
6.804163,9.89-8.50
6.173979,9.89-8.50
6.633938,9.89-8.50
4.416872,9.89-8.50
5.547892,9.89-8.50
3.189172,9.89-8.50
7.169656,9.89-8.50
1.646255,9.89-8.50
2.621614,9.89-8.50
5.674619,9.89-8.50
4.934791,9.89-8.50
3.551221,9.89-8.50
7.337000,9.89-8.50
5.762148,9.89-8.50
2.625922,9.89-8.50
5.467508,9.89-8.50
6.686932,9.89-8.50
8.284726,9.89-8.50
5.731454,9.89-8.50
1.646255,9.89-8.50
4.647503,9.89-8.50
4.624740,9.89-8.50
3.411872,9.89-8.50
5.307259,9.89-8.50
4.006062,9.89-8.50
5.933697,9.89-8.50
6.742584,9.89-8.50
6.204069,9.89-8.50
5.615469,9.89-8.50
6.173979,9.89-8.50
5.419069,9.89-8.50
3.859003,9.89-8.50
4.978231,9.89-8.50
7.218126,9.89-8.50
7.417785,9.89-8.50
4.396171,9.89-8.50
7.332166,9.89-8.50
2.791989,9.89-8.50
3.707781,9.89-8.50
4.547114,9.89-8.50
3.707781,9.89-8.50
7.488719,9.89-8.50
4.494919,9.89-8.50
4.454197,9.89-8.50
7.417785,9.89-8.50
7.043832,9.89-8.50
5.002350,9.89-8.50
3.980819,9.89-8.50
5.365943,9.89-8.50
4.791604,9.89-8.50
5.432364,9.89-8.50
6.061632,9.89-8.50
6.810819,9.89-8.50
4.043293,9.89-8.50
2.625922,9.89-8.50
6.497831,9.89-8.50
6.150661,9.89-8.50
5.351132,9.89-8.50
7.167837,9.89-8.50
4.015446,9.89-8.50
5.531485,9.89-8.50
6.361070,9.89-8.50
3.103274,9.89-8.50
5.573111,9.89-8.50
4.006062,9.89-8.50
2.317714,9.89-8.50
5.303753,9.89-8.50
6.097448,9.89-8.50
6.627920,9.89-8.50
5.141412,9.89-8.50
4.489549,9.89-8.50
5.684536,9.89-8.50
3.075757,9.89-8.50
5.910404,9.89-8.50
4.297021,9.89-8.50
7.217352,9.89-8.50
5.708808,9.89-8.50
5.207498,9.89-8.50
3.546436,9.89-8.50
3.632568,9.89-8.50
6.371133,9.89-8.50
1.800258,9.89-8.50
5.520361,9.89-8.50
3.632568,9.89-8.50
3.139705,9.89-8.50
5.733061,9.89-8.50
5.122207,9.89-8.50
3.392652,9.89-8.50
5.321343,9.89-8.50
5.078983,9.89-8.50
6.371133,9.89-8.50
4.780380,9.89-8.50
5.078027,9.89-8.50
3.415692,9.89-8.50
4.081898,9.89-8.50
6.427580,9.89-8.50
5.444640,9.89-8.50
4.847806,9.89-8.50
4.081898,9.89-8.50
7.001967,9.89-8.50
7.220247,9.89-8.50
4.299448,9.89-8.50
5.352395,9.89-8.50
6.624020,9.89-8.50
3.936300,9.89-8.50
7.911489,9.89-8.50
5.923439,9.89-8.50
3.311352,9.89-8.50
4.847806,9.89-8.50
4.610998,9.89-8.50
6.546014,9.89-8.50
2.791989,9.89-8.50
5.024129,9.89-8.50
3.859003,9.89-8.50
7.341825,9.89-8.50
6.695165,9.89-8.50
5.207498,9.89-8.50
5.536363,9.89-8.50
3.103274,9.89-8.50
3.392652,9.89-8.50
6.374470,9.89-8.50
-2.773993,9.89-8.50
4.816510,9.89-8.50
7.167837,9.89-8.50
5.831987,9.89-8.50
1.492103,9.89-8.50
4.984884,9.89-8.50
5.543062,9.89-8.50
5.625574,9.89-8.50
4.894681,9.89-8.50
4.299448,9.89-8.50
3.723323,9.89-8.50
5.087022,9.89-8.50
6.686932,9.89-8.50
6.759793,9.89-8.50
4.711041,9.89-8.50
4.791604,9.89-8.50
4.293821,9.89-8.50
7.337000,9.89-8.50
6.692277,9.89-8.50
4.807651,9.89-8.50
5.158197,9.89-8.50
3.973623,9.89-8.50
4.992886,9.89-8.50
5.087022,9.89-8.50
6.881528,9.89-8.50
2.384111,9.89-8.50
4.415239,9.89-8.50
5.132029,9.89-8.50
2.437438,9.89-8.50
4.780380,9.89-8.50
5.841125,9.89-8.50
2.550292,9.89-8.50
6.811153,9.89-8.50
5.321343,9.89-8.50
5.448821,9.89-8.50
4.691220,9.89-8.50
6.742584,9.89-8.50
6.670964,9.89-8.50
3.936300,9.89-8.50
6.692277,9.89-8.50
5.517782,9.89-8.50
5.381256,9.89-8.50
6.005994,9.89-8.50
5.345116,9.89-8.50
4.396171,9.89-8.50
5.381256,9.89-8.50
7.137830,9.89-8.50
5.608064,9.89-8.50
5.105575,9.89-8.50
4.401025,9.89-8.50
5.002350,9.89-8.50
5.786579,9.89-8.50
6.088440,9.89-8.50
4.622091,9.89-8.50
4.315484,9.89-8.50
3.885503,9.89-8.50
0.469946,9.89-8.50
5.971126,9.89-8.50
3.885503,9.89-8.50
5.763717,9.89-8.50
6.018802,9.89-8.50
7.220247,9.89-8.50
3.971611,9.89-8.50
1.800258,9.89-8.50
5.287832,9.89-8.50
-0.214045,9.89-8.50
3.912741,9.89-8.50
3.311352,9.89-8.50
6.804163,9.89-8.50
4.415239,9.89-8.50
5.763717,9.89-8.50
4.988411,9.89-8.50
3.981815,9.89-8.50
4.494919,9.89-8.50
4.371007,9.89-8.50
1.492103,9.89-8.50
5.786579,9.89-8.50
6.217488,9.89-8.50
3.266357,9.89-8.50
5.121845,9.89-8.50
4.934791,9.89-8.50
4.946688,9.89-8.50
1.611480,9.89-8.50
6.097448,9.89-8.50
4.293821,9.89-8.50
3.713992,9.89-8.50
-1.044278,9.89-8.50
4.391264,9.89-8.50
6.497831,9.89-8.50
4.628576,9.89-8.50
5.419069,9.89-8.50
7.332166,9.89-8.50
2.594946,9.89-8.50
3.899238,9.89-8.50
5.684536,9.89-8.50
3.784145,9.89-8.50
4.416872,9.89-8.50
6.351790,9.89-8.50
5.187744,9.89-8.50
5.131739,9.89-8.50
4.647503,9.89-8.50
5.352395,9.89-8.50
6.175458,9.89-8.50
3.075757,9.89-8.50
6.110804,9.89-8.50
5.187744,9.89-8.50
5.444640,9.89-8.50
4.900104,9.89-8.50
6.374470,9.89-8.50
-1.200284,9.89-8.50
5.573111,9.89-8.50
4.454197,9.89-8.50
7.911489,9.89-8.50
4.738126,9.89-8.50
4.834314,9.89-8.50
2.932843,9.89-8.50
4.946688,9.89-8.50
6.212366,9.89-8.50
6.467810,9.89-8.50
4.401025,9.89-8.50
5.615469,9.89-8.50
3.941295,9.89-8.50
6.117817,9.89-8.50
5.970443,9.89-8.50
3.995167,9.89-8.50
6.546014,9.89-8.50
6.969761,9.89-8.50
5.603035,9.89-8.50
4.237374,9.89-8.50
7.113855,9.89-8.50
5.144368,9.89-8.50
4.224897,9.89-8.50
7.217352,9.89-8.50
5.158197,9.89-8.50
5.307259,9.89-8.50
3.343226,9.89-8.50
5.970443,9.89-8.50
2.611161,9.89-8.50
2.932843,9.89-8.50
5.128496,9.89-8.50
4.061313,9.89-8.50
4.398265,9.89-8.50
5.233997,9.89-8.50
6.409007,9.89-8.50
2.621614,9.89-8.50
5.755522,9.89-8.50
6.881528,9.89-8.50
4.224897,9.89-8.50
6.616800,9.89-8.50
4.297021,9.89-8.50
6.188730,9.89-8.50
4.610998,9.89-8.50
5.128496,9.89-8.50
2.611161,9.89-8.50
4.622091,9.89-8.50
6.369530,9.89-8.50
3.457823,9.89-8.50
5.247391,9.89-8.50
4.901087,9.89-8.50
5.733061,9.89-8.50
3.907926,9.89-8.50
6.212366,9.89-8.50
4.015446,9.89-8.50
6.204069,9.89-8.50
3.237119,9.89-8.50
6.175458,9.89-8.50
4.624740,9.89-8.50
3.988164,9.89-8.50
6.927309,9.89-8.50
5.880986,9.89-8.50
4.894681,9.89-8.50
3.970013,9.89-8.50
7.765628,9.89-8.50
3.971611,9.89-8.50
5.365943,9.89-8.50
5.880986,9.89-8.50
3.415692,9.89-8.50
7.218126,9.89-8.50
6.088440,9.89-8.50
3.480646,9.89-8.50
5.087689,9.89-8.50
6.427580,9.89-8.50
6.627920,9.89-8.50
5.271084,9.89-8.50
4.182941,9.89-8.50
3.198847,8.50-7.87
3.673888,8.50-7.87
2.448580,8.50-7.87
3.571390,8.50-7.87
4.450948,8.50-7.87
7.369091,8.50-7.87
6.556563,8.50-7.87
4.437564,8.50-7.87
5.084096,8.50-7.87
4.083569,8.50-7.87
6.410271,8.50-7.87
0.545931,8.50-7.87
5.236362,8.50-7.87
4.779240,8.50-7.87
5.902095,8.50-7.87
6.720140,8.50-7.87
3.365696,8.50-7.87
4.515681,8.50-7.87
5.958581,8.50-7.87
1.477955,8.50-7.87
4.854714,8.50-7.87
4.876882,8.50-7.87
4.749904,8.50-7.87
0.239922,8.50-7.87
3.571390,8.50-7.87
6.472106,8.50-7.87
5.704667,8.50-7.87
5.902095,8.50-7.87
5.994783,8.50-7.87
7.235519,8.50-7.87
6.281608,8.50-7.87
7.127381,8.50-7.87
7.024677,8.50-7.87
3.198847,8.50-7.87
2.023502,8.50-7.87
3.946667,8.50-7.87
5.892715,8.50-7.87
3.062788,8.50-7.87
2.439904,8.50-7.87
4.511094,8.50-7.87
4.437564,8.50-7.87
6.650431,8.50-7.87
3.565226,8.50-7.87
6.376820,8.50-7.87
5.144379,8.50-7.87
4.122064,8.50-7.87
2.105542,8.50-7.87
6.278644,8.50-7.87
4.982880,8.50-7.87
6.988519,8.50-7.87
7.310976,8.50-7.87
1.752904,8.50-7.87
2.643527,8.50-7.87
6.972821,8.50-7.87
4.215970,8.50-7.87
3.594361,8.50-7.87
6.617459,8.50-7.87
3.838578,8.50-7.87
4.887516,8.50-7.87
6.650431,8.50-7.87
7.160571,8.50-7.87
5.758868,8.50-7.87
7.643758,8.50-7.87
2.643527,8.50-7.87
6.840542,8.50-7.87
5.643288,8.50-7.87
5.526612,8.50-7.87
5.625818,8.50-7.87
5.382665,8.50-7.87
2.859745,8.50-7.87
7.358643,8.50-7.87
5.153203,8.50-7.87
5.486901,8.50-7.87
4.366201,8.50-7.87
5.767926,8.50-7.87
3.618145,8.50-7.87
4.122064,8.50-7.87
2.631733,8.50-7.87
6.459790,8.50-7.87
7.084204,8.50-7.87
6.557546,8.50-7.87
5.084096,8.50-7.87
5.652298,8.50-7.87
3.884139,8.50-7.87
0.063746,8.50-7.87
7.084204,8.50-7.87
3.772131,8.50-7.87
4.869562,8.50-7.87
5.526612,8.50-7.87
5.652298,8.50-7.87
5.129615,8.50-7.87
0.838821,8.50-7.87
7.427601,8.50-7.87
5.063853,8.50-7.87
2.370824,8.50-7.87
6.237260,8.50-7.87
6.763573,8.50-7.87
6.280227,8.50-7.87
5.956532,8.50-7.87
4.083569,8.50-7.87
6.459790,8.50-7.87
5.992935,8.50-7.87
4.111241,8.50-7.87
5.430028,8.50-7.87
3.913241,8.50-7.87
5.503871,8.50-7.87
4.513469,8.50-7.87
4.039551,8.50-7.87
3.702750,8.50-7.87
1.410489,8.50-7.87
2.130000,8.50-7.87
5.958674,8.50-7.87
1.254392,8.50-7.87
4.513469,8.50-7.87
2.448580,8.50-7.87
2.370824,8.50-7.87
6.278644,8.50-7.87
2.953080,8.50-7.87
6.276535,8.50-7.87
3.437490,8.50-7.87
5.449020,8.50-7.87
4.793763,8.50-7.87
4.589217,8.50-7.87
5.509996,8.50-7.87
1.344553,8.50-7.87
2.291152,8.50-7.87
4.023074,8.50-7.87
5.704323,8.50-7.87
5.628450,8.50-7.87
4.705997,8.50-7.87
6.720140,8.50-7.87
5.764876,8.50-7.87
3.159177,8.50-7.87
3.267292,8.50-7.87
6.945544,8.50-7.87
3.598351,8.50-7.87
7.439593,8.50-7.87
4.089102,8.50-7.87
6.613825,8.50-7.87
4.282840,8.50-7.87
6.211231,8.50-7.87
4.263215,8.50-7.87
7.091600,8.50-7.87
2.291152,8.50-7.87
4.870327,8.50-7.87
6.621346,8.50-7.87
7.024677,8.50-7.87
5.764876,8.50-7.87
5.091591,8.50-7.87
7.127381,8.50-7.87
5.560892,8.50-7.87
6.728958,8.50-7.87
0.462392,8.50-7.87
5.382665,8.50-7.87
2.130000,8.50-7.87
6.266171,8.50-7.87
6.003044,8.50-7.87
1.752904,8.50-7.87
3.702997,8.50-7.87
6.763573,8.50-7.87
6.515196,8.50-7.87
5.560892,8.50-7.87
2.709854,8.50-7.87
6.476124,8.50-7.87
5.886971,8.50-7.87
2.573843,8.50-7.87
6.276535,8.50-7.87
5.553730,8.50-7.87
4.615681,8.50-7.87
-0.324646,8.50-7.87
3.702997,8.50-7.87
5.379025,8.50-7.87
4.111241,8.50-7.87
4.744878,8.50-7.87
6.617459,8.50-7.87
1.477955,8.50-7.87
4.748694,8.50-7.87
6.315113,8.50-7.87
-0.324646,8.50-7.87
6.429720,8.50-7.87
6.376820,8.50-7.87
2.105542,8.50-7.87
4.748694,8.50-7.87
2.845113,8.50-7.87
6.269744,8.50-7.87
7.647254,8.50-7.87
4.366201,8.50-7.87
-0.659858,8.50-7.87
3.673888,8.50-7.87
4.854714,8.50-7.87
4.553110,8.50-7.87
4.282840,8.50-7.87
6.739620,8.50-7.87
4.749904,8.50-7.87
5.461042,8.50-7.87
1.358728,8.50-7.87
6.613825,8.50-7.87
5.980450,8.50-7.87
1.175849,8.50-7.87
6.757783,8.50-7.87
-0.776497,8.50-7.87
5.236093,8.50-7.87
5.141710,8.50-7.87
5.704323,8.50-7.87
4.666013,8.50-7.87
6.988519,8.50-7.87
0.310870,8.50-7.87
7.235519,8.50-7.87
3.079671,8.50-7.87
6.515196,8.50-7.87
4.983517,8.50-7.87
4.870327,8.50-7.87
6.482809,8.50-7.87
5.904292,8.50-7.87
6.482809,8.50-7.87
6.499039,8.50-7.87
4.408088,8.50-7.87
6.945544,8.50-7.87
6.266171,8.50-7.87
2.859745,8.50-7.87
5.430028,8.50-7.87
5.142319,8.50-7.87
4.705997,8.50-7.87
3.267292,8.50-7.87
3.869221,8.50-7.87
4.534970,8.50-7.87
6.429720,8.50-7.87
4.490788,8.50-7.87
5.150819,8.50-7.87
4.425102,8.50-7.87
6.886616,8.50-7.87
6.315113,8.50-7.87
6.410271,8.50-7.87
7.647254,8.50-7.87
0.757846,8.50-7.87
2.998373,8.50-7.87
3.869221,8.50-7.87
2.953080,8.50-7.87
7.130950,8.50-7.87
6.583487,8.50-7.87
6.033664,8.50-7.87
5.886971,8.50-7.87
4.168420,8.50-7.87
5.063853,8.50-7.87
1.175849,8.50-7.87
4.717132,8.50-7.87
5.715649,8.50-7.87
5.080905,8.50-7.87
5.503871,8.50-7.87
6.720454,8.50-7.87
1.358728,8.50-7.87
6.728958,8.50-7.87
1.006045,8.50-7.87
5.509996,8.50-7.87
8.284726,8.50-7.87
4.945236,8.50-7.87
6.782915,8.50-7.87
6.557546,8.50-7.87
4.508374,8.50-7.87
4.717132,8.50-7.87
3.159177,8.50-7.87
5.992935,8.50-7.87
7.427601,8.50-7.87
5.643288,8.50-7.87
2.349339,8.50-7.87
4.763112,8.50-7.87
3.583864,8.50-7.87
3.062788,8.50-7.87
2.349339,8.50-7.87
3.427208,8.50-7.87
4.658231,8.50-7.87
0.757846,8.50-7.87
4.515681,8.50-7.87
5.704667,8.50-7.87
6.871555,8.50-7.87
5.153203,8.50-7.87
5.526726,8.50-7.87
7.668422,8.50-7.87
4.820128,8.50-7.87
6.472106,8.50-7.87
5.892715,8.50-7.87
7.643758,8.50-7.87
4.672433,8.50-7.87
3.946667,8.50-7.87
3.953844,8.50-7.87
1.410489,8.50-7.87
5.526726,8.50-7.87
4.589217,8.50-7.87
4.991449,8.50-7.87
3.913241,8.50-7.87
3.163112,8.50-7.87
4.982880,8.50-7.87
4.991449,8.50-7.87
4.425102,8.50-7.87
4.039551,8.50-7.87
5.289759,8.50-7.87
5.676561,8.50-7.87
5.541039,8.50-7.87
4.085321,8.50-7.87
4.450948,8.50-7.87
3.591953,8.50-7.87
6.871555,8.50-7.87
1.254392,8.50-7.87
4.586237,8.50-7.87
5.385200,8.50-7.87
3.427208,8.50-7.87
5.676561,8.50-7.87
5.198975,8.50-7.87
4.114716,8.50-7.87
6.358880,8.50-7.87
5.123257,8.50-7.87
3.702750,8.50-7.87
4.869562,8.50-7.87
4.085321,8.50-7.87
5.079243,8.50-7.87
6.972821,8.50-7.87
7.668422,8.50-7.87
5.867495,8.50-7.87
4.586237,8.50-7.87
4.127734,8.50-7.87
3.618145,8.50-7.87
6.621346,8.50-7.87
5.164089,8.50-7.87
3.633609,8.50-7.87
2.005753,8.50-7.87
5.767926,8.50-7.87
4.480676,8.50-7.87
4.615681,8.50-7.87
4.147342,8.50-7.87
5.553730,8.50-7.87
-0.776497,8.50-7.87
5.144379,8.50-7.87
6.840542,8.50-7.87
5.457664,8.50-7.87
4.763112,8.50-7.87
5.857063,8.50-7.87
3.884139,8.50-7.87
-0.659858,8.50-7.87
5.129615,8.50-7.87
4.926923,8.50-7.87
4.876882,8.50-7.87
4.263215,8.50-7.87
5.370921,8.50-7.87
3.190438,8.50-7.87
3.190438,8.50-7.87
5.994783,8.50-7.87
6.301932,8.50-7.87
4.785626,8.50-7.87
4.733891,8.50-7.87
6.556563,8.50-7.87
5.992879,8.50-7.87
2.005753,8.50-7.87
4.061479,8.50-7.87
0.310870,8.50-7.87
1.006045,8.50-7.87
2.709854,8.50-7.87
6.259777,8.50-7.87
3.838578,8.50-7.87
6.003044,8.50-7.87
4.490788,8.50-7.87
3.594361,8.50-7.87
7.160571,8.50-7.87
6.237260,8.50-7.87
4.672433,8.50-7.87
4.866580,8.50-7.87
5.142319,8.50-7.87
5.141710,8.50-7.87
5.715649,8.50-7.87
4.147342,8.50-7.87
0.838821,8.50-7.87
3.591953,8.50-7.87
1.344553,8.50-7.87
4.578310,8.50-7.87
7.130950,8.50-7.87
5.123257,8.50-7.87
4.658231,8.50-7.87
7.711287,8.50-7.87
2.748344,8.50-7.87
4.887516,8.50-7.87
6.211231,8.50-7.87
2.573843,8.50-7.87
2.439904,8.50-7.87
3.714951,8.50-7.87
4.823542,8.50-7.87
5.874847,8.50-7.87
5.486901,8.50-7.87
4.023074,8.50-7.87
6.782915,8.50-7.87
5.867495,8.50-7.87
5.457664,8.50-7.87
5.958674,8.50-7.87
2.208629,8.50-7.87
5.198975,8.50-7.87
0.462392,8.50-7.87
5.904292,8.50-7.87
0.545931,8.50-7.87
4.061479,8.50-7.87
5.289759,8.50-7.87
3.437490,8.50-7.87
2.631733,8.50-7.87
5.150819,8.50-7.87
3.652065,8.50-7.87
4.511094,8.50-7.87
7.091600,8.50-7.87
5.983946,8.50-7.87
5.095126,8.50-7.87
6.476124,8.50-7.87
4.480676,8.50-7.87
3.633609,8.50-7.87
3.079671,8.50-7.87
3.565226,8.50-7.87
5.236093,8.50-7.87
5.729431,8.50-7.87
4.168420,8.50-7.87
4.744878,8.50-7.87
4.866580,8.50-7.87
7.310976,8.50-7.87
3.714951,8.50-7.87
6.739620,8.50-7.87
5.874847,8.50-7.87
0.239922,8.50-7.87
4.114716,8.50-7.87
5.370921,8.50-7.87
5.983946,8.50-7.87
6.583487,8.50-7.87
7.369091,8.50-7.87
5.012188,8.50-7.87
2.023502,8.50-7.87
6.280227,8.50-7.87
5.956532,8.50-7.87
3.554692,8.50-7.87
5.012188,8.50-7.87
5.079243,8.50-7.87
5.625818,8.50-7.87
3.416962,8.50-7.87
4.926923,8.50-7.87
3.163112,8.50-7.87
4.215970,8.50-7.87
6.259777,8.50-7.87
3.365696,8.50-7.87
6.358880,8.50-7.87
5.351598,8.50-7.87
3.772131,8.50-7.87
4.578310,8.50-7.87
5.628450,8.50-7.87
5.857063,8.50-7.87
4.408088,8.50-7.87
5.469890,8.50-7.87
6.033664,8.50-7.87
5.992879,8.50-7.87
5.980450,8.50-7.87
6.281608,8.50-7.87
7.358643,8.50-7.87
4.127734,8.50-7.87
5.080905,8.50-7.87
3.554692,8.50-7.87
3.598351,8.50-7.87
4.945236,8.50-7.87
5.729431,8.50-7.87
5.379025,8.50-7.87
4.820128,8.50-7.87
6.301932,8.50-7.87
4.089102,8.50-7.87
5.095126,8.50-7.87
4.983517,8.50-7.87
3.377947,8.50-7.87
4.823542,8.50-7.87
6.720454,8.50-7.87
5.446654,8.50-7.87
7.439593,8.50-7.87
4.553110,8.50-7.87
5.449020,8.50-7.87
4.474518,8.50-7.87
3.377947,8.50-7.87
4.207035,8.50-7.87
5.164089,8.50-7.87
2.748344,8.50-7.87
5.091591,8.50-7.87
5.446654,8.50-7.87
4.474518,8.50-7.87
4.793763,8.50-7.87
2.208629,8.50-7.87
5.461042,8.50-7.87
3.583864,8.50-7.87
4.207035,8.50-7.87
3.953844,8.50-7.87
6.499039,8.50-7.87
5.351598,8.50-7.87
5.469890,8.50-7.87
4.534970,8.50-7.87
6.886616,8.50-7.87
2.845113,8.50-7.87
4.779240,8.50-7.87
5.385200,8.50-7.87
0.063746,8.50-7.87
2.998373,8.50-7.87
3.416962,8.50-7.87
4.666013,8.50-7.87
4.733891,8.50-7.87
5.236362,8.50-7.87
6.757783,8.50-7.87
3.652065,8.50-7.87
4.785626,8.50-7.87
4.508374,8.50-7.87
5.541039,8.50-7.87
6.269744,8.50-7.87
7.711287,8.50-7.87
5.958581,8.50-7.87
4.128326,7.87-7.30
4.664208,7.87-7.30
4.304500,7.87-7.30
4.134096,7.87-7.30
5.447974,7.87-7.30
7.780030,7.87-7.30
5.129073,7.87-7.30
3.535918,7.87-7.30
6.586449,7.87-7.30
3.990728,7.87-7.30
4.729529,7.87-7.30
3.861824,7.87-7.30
4.835026,7.87-7.30
6.833979,7.87-7.30
3.506930,7.87-7.30
3.003868,7.87-7.30
3.779778,7.87-7.30
3.779778,7.87-7.30
5.855206,7.87-7.30
2.040395,7.87-7.30
5.266254,7.87-7.30
3.157805,7.87-7.30
5.669793,7.87-7.30
4.596699,7.87-7.30
6.082562,7.87-7.30
2.548936,7.87-7.30
5.300110,7.87-7.30
4.905596,7.87-7.30
3.696802,7.87-7.30
3.946603,7.87-7.30
2.804316,7.87-7.30
4.017277,7.87-7.30
6.698717,7.87-7.30
6.321566,7.87-7.30
4.733645,7.87-7.30
5.577093,7.87-7.30
3.781662,7.87-7.30
4.978789,7.87-7.30
4.399550,7.87-7.30
4.610477,7.87-7.30
5.399521,7.87-7.30
5.532194,7.87-7.30
5.129073,7.87-7.30
5.718690,7.87-7.30
4.787038,7.87-7.30
5.080167,7.87-7.30
5.866806,7.87-7.30
3.855921,7.87-7.30
5.234372,7.87-7.30
6.194279,7.87-7.30
4.182255,7.87-7.30
4.603232,7.87-7.30
3.585807,7.87-7.30
5.665977,7.87-7.30
5.587858,7.87-7.30
5.945086,7.87-7.30
4.904310,7.87-7.30
4.388527,7.87-7.30
4.181635,7.87-7.30
